housing_median_age,total_rooms,median_income,ocean_proximity,median_house_value,county,pop_per_household
12.0,5080.0,5.3905,NEAR OCEAN,299600.0,San Diego,2.7346368715083798
36.0,1936.0,3.8333,NEAR OCEAN,170000.0,San Diego,2.510204081632653
22.0,2948.0,3.125,INLAND,113600.0,Los Angeles,4.318936877076412
9.0,1554.0,2.0185,<1H OCEAN,141700.0,Los Angeles,2.2391590013140603
26.0,2107.0,0.844,<1H OCEAN,350000.0,Los Angeles,4.931818181818182
35.0,3702.0,5.3194,<1H OCEAN,313700.0,Los Angeles,2.3599348534201954
36.0,1583.0,4.0737,<1H OCEAN,238200.0,Los Angeles,3.1342857142857143
46.0,3042.0,2.1135,NEAR OCEAN,90600.0,Humboldt,2.229205175600739
22.0,2136.0,2.9479,NEAR OCEAN,243100.0,Santa Barbara,2.7946210268948657
25.0,2845.0,3.2049,<1H OCEAN,267400.0,Los Angeles,2.5652866242038215
25.0,1290.0,6.0097,<1H OCEAN,220200.0,Los Angeles,3.189814814814815
26.0,1184.0,5.7657,NEAR BAY,322300.0,Santa Clara,3.738532110091743
22.0,886.0,2.4398,INLAND,150000.0,Merced,3.6956521739130435
38.0,1400.0,2.2368,<1H OCEAN,120000.0,Los Angeles,3.615873015873016
45.0,1345.0,2.8007,INLAND,210900.0,Los Angeles,2.290519877675841
18.0,1573.0,2.895,<1H OCEAN,146900.0,Los Angeles,3.287671232876712
35.0,1405.0,1.0375,<1H OCEAN,89800.0,Los Angeles,3.978021978021978
28.0,2969.0,3.4338,INLAND,54900.0,Kern,2.8842105263157896
39.0,1467.0,2.3681,<1H OCEAN,241400.0,Santa Barbara,3.7540106951871657
44.0,431.0,3.2833,NEAR OCEAN,233300.0,San Mateo,3.2169811320754715
37.0,3373.0,2.8868,NEAR BAY,156600.0,San Mateo,4.126241134751773
30.0,1197.0,3.4375,NEAR BAY,157800.0,Alameda,2.4910394265232974
38.0,4105.0,3.8684,NEAR OCEAN,265600.0,San Mateo,2.8173817381738173
17.0,2728.0,1.077,NEAR BAY,115000.0,San Francisco,1.87010078387458
36.0,871.0,2.1845,<1H OCEAN,123800.0,Los Angeles,15.812154696132596
14.0,4742.0,4.5152,<1H OCEAN,199200.0,Sonoma,2.935792349726776
52.0,2479.0,3.0774,NEAR BAY,300000.0,San Francisco,3.661290322580645
10.0,5777.0,4.1514,<1H OCEAN,194100.0,Los Angeles,2.762310606060606
52.0,58.0,1.76,NEAR BAY,166700.0,Napa,2.1818181818181817
39.0,1874.0,2.5038,INLAND,68300.0,Sutter,2.180371352785146
44.0,2395.0,4.6923,<1H OCEAN,299000.0,Los Angeles,2.86
39.0,3819.0,6.6013,NEAR OCEAN,396400.0,San Diego,2.334476843910806
26.0,1221.0,4.0536,<1H OCEAN,253600.0,Los Angeles,2.4454545454545453
16.0,2668.0,2.3393,INLAND,90300.0,Shasta,2.527624309392265
21.0,5041.0,3.5335,<1H OCEAN,268800.0,Los Angeles,1.9147887323943662
17.0,2156.0,5.6096,<1H OCEAN,199100.0,Santa Clara,3.5623409669211195
43.0,1810.0,3.1189,<1H OCEAN,118800.0,Los Angeles,3.7290502793296088
25.0,1527.0,4.375,<1H OCEAN,212200.0,Santa Clara,2.0855457227138645
52.0,1204.0,0.949,NEAR BAY,350000.0,Alameda,4.226415094339623
40.0,3838.0,4.2407,INLAND,262000.0,Los Angeles,2.7462908011869436
10.0,7441.0,5.1643,<1H OCEAN,193100.0,Alameda,2.4358799454297406
4.0,13315.0,4.2471,INLAND,162100.0,Stanislaus,2.8047182175622543
31.0,3633.0,3.2222,<1H OCEAN,184800.0,Santa Clara,3.358845671267252
18.0,1442.0,4.2969,INLAND,163200.0,Stanislaus,2.4454545454545453
18.0,3585.0,1.847,<1H OCEAN,250000.0,Los Angeles,3.408735332464146
41.0,831.0,3.1406,INLAND,100000.0,Kings,3.0342465753424657
4.0,1862.0,7.745,NEAR OCEAN,237400.0,San Diego,2.7620967741935485
31.0,2366.0,3.0234,INLAND,65000.0,Madera,4.464203233256351
16.0,2128.0,3.1779,INLAND,97300.0,San Joaquin,4.052287581699346
9.0,5455.0,4.2321,INLAND,162800.0,Riverside,3.513986013986014
17.0,3889.0,4.5,NEAR OCEAN,234300.0,Ventura,3.2679296346414075
45.0,1818.0,4.0441,<1H OCEAN,157500.0,Los Angeles,4.571045576407506
16.0,1735.0,4.2566,<1H OCEAN,139200.0,Orange,2.1777777777777776
11.0,2479.0,2.2264,<1H OCEAN,181300.0,Los Angeles,2.8842105263157896
5.0,1256.0,2.4233,<1H OCEAN,450000.0,Orange,3.0555555555555554
52.0,340.0,1.5208,NEAR BAY,112500.0,Alameda,2.2988505747126435
27.0,2326.0,3.8633,<1H OCEAN,187900.0,Los Angeles,3.108058608058608
28.0,1532.0,4.4773,<1H OCEAN,173100.0,Los Angeles,3.5527272727272727
36.0,2332.0,1.6045,INLAND,57300.0,Kern,3.5655737704918034
24.0,806.0,3.5,INLAND,113900.0,Kern,2.375
23.0,1001.0,3.125,INLAND,96400.0,Amador,2.3503184713375798
33.0,3260.0,3.5078,NEAR OCEAN,126500.0,San Diego,2.6786786786786787
22.0,4412.0,2.6899,INLAND,82100.0,Stanislaus,3.813953488372093
20.0,3204.0,2.6567,INLAND,110400.0,Stanislaus,3.332231404958678
23.0,3942.0,4.1169,<1H OCEAN,362600.0,Los Angeles,2.361462728551336
26.0,239.0,1.3333,NEAR OCEAN,187500.0,Los Angeles,1.4732142857142858
21.0,8275.0,5.1506,<1H OCEAN,302100.0,Santa Clara,2.3858267716535435
26.0,2343.0,4.3601,NEAR OCEAN,144900.0,San Diego,3.282258064516129
39.0,1172.0,2.16,<1H OCEAN,259100.0,Santa Barbara,1.9177215189873418
23.0,2630.0,5.2955,<1H OCEAN,247600.0,Ventura,3.0753246753246755
42.0,4074.0,2.455,NEAR BAY,82400.0,Alameda,3.5076923076923077
42.0,3677.0,5.1509,INLAND,426500.0,Los Angeles,2.860128617363344
52.0,1081.0,2.1979,INLAND,114100.0,San Joaquin,1.9422222222222223
8.0,6322.0,4.8233,<1H OCEAN,214000.0,Sonoma,2.8465963566634707
26.0,3054.0,4.6944,NEAR BAY,171100.0,Contra Costa,3.0141129032258065
18.0,942.0,2.0673,INLAND,87500.0,Kings,2.4367816091954024
27.0,1774.0,2.2031,<1H OCEAN,96900.0,Los Angeles,4.034825870646766
17.0,3502.0,2.9625,INLAND,101200.0,Butte,2.8760195758564437
13.0,503.0,6.1943,INLAND,276100.0,Sacramento,3.4675324675324677
30.0,2628.0,4.1696,<1H OCEAN,175000.0,Monterey,3.175925925925926
21.0,10687.0,6.6478,<1H OCEAN,333400.0,Alameda,2.9947368421052634
10.0,1823.0,1.5026,<1H OCEAN,151800.0,Orange,3.9708029197080292
17.0,2076.0,4.3281,INLAND,145700.0,Tulare,2.9352941176470586
15.0,1575.0,5.3409,<1H OCEAN,244600.0,Sonoma,2.7644787644787643
42.0,161.0,2.2,<1H OCEAN,153100.0,Orange,3.14
52.0,1380.0,6.221,NEAR OCEAN,420300.0,San Mateo,2.5238095238095237
30.0,1228.0,3.0225,<1H OCEAN,130800.0,Los Angeles,4.962848297213622
16.0,2401.0,3.9755,INLAND,120400.0,San Bernardino,3.514
28.0,822.0,3.4583,<1H OCEAN,166300.0,Los Angeles,3.265625
49.0,1690.0,4.5913,NEAR OCEAN,259700.0,San Francisco,2.619047619047619
14.0,2945.0,8.111,<1H OCEAN,308900.0,Orange,3.8597014925373134
47.0,2313.0,2.5639,INLAND,123000.0,Sacramento,1.762443438914027
11.0,15018.0,3.1371,INLAND,201800.0,Yolo,2.695476029709656
27.0,3277.0,3.875,<1H OCEAN,366100.0,Los Angeles,2.2471544715447154
19.0,2511.0,4.9107,<1H OCEAN,231900.0,Monterey,3.4466666666666668
4.0,4719.0,6.8132,INLAND,282500.0,Alameda,2.5539083557951483
41.0,1768.0,1.303,<1H OCEAN,90400.0,Los Angeles,3.630801687763713
17.0,2582.0,2.5,INLAND,104200.0,Mariposa,2.569739952718676
43.0,1711.0,3.5172,<1H OCEAN,265500.0,Los Angeles,2.773892773892774
17.0,1276.0,2.6176,INLAND,54100.0,Fresno,3.8949579831932772
52.0,1760.0,4.445,NEAR BAY,400000.0,San Francisco,2.3333333333333335
48.0,2235.0,1.6559,<1H OCEAN,101400.0,Los Angeles,3.147806004618938
30.0,3227.0,4.125,NEAR BAY,257100.0,Contra Costa,1.8421052631578947
22.0,852.0,3.4375,INLAND,83300.0,Lake,3.2464788732394365
26.0,378.0,3.4107,INLAND,82800.0,San Joaquin,2.523076923076923
13.0,4175.0,3.1446,<1H OCEAN,177100.0,Ventura,1.7757671125098349
38.0,324.0,2.55,<1H OCEAN,271400.0,Los Angeles,3.671232876712329
33.0,4583.0,6.3308,INLAND,230600.0,San Bernardino,2.7586206896551726
40.0,4459.0,3.5322,NEAR OCEAN,361900.0,San Mateo,2.1181262729124235
42.0,2533.0,5.3468,<1H OCEAN,279900.0,Santa Clara,2.4045226130653266
16.0,1816.0,6.8194,<1H OCEAN,291200.0,Santa Clara,3.388888888888889
38.0,2952.0,2.6094,INLAND,67900.0,Kern,2.625
52.0,2370.0,4.1429,<1H OCEAN,380300.0,Los Angeles,2.4262672811059907
26.0,3253.0,2.6631,NEAR OCEAN,244000.0,San Mateo,2.6269005847953215
52.0,2680.0,2.5933,NEAR BAY,359600.0,San Francisco,2.225806451612903
35.0,2624.0,2.0132,<1H OCEAN,198400.0,Los Angeles,3.5198412698412698
13.0,5301.0,3.5954,INLAND,163000.0,San Bernardino,2.9166666666666665
35.0,1521.0,1.9013,INLAND,86900.0,Sacramento,2.169230769230769
34.0,1414.0,4.1767,<1H OCEAN,156600.0,Los Angeles,3.7234848484848486
45.0,1812.0,4.95,NEAR OCEAN,345000.0,San Mateo,2.2857142857142856
15.0,1462.0,2.5478,INLAND,91700.0,Yolo,2.856088560885609
29.0,4047.0,4.0505,NEAR OCEAN,125000.0,San Diego,3.223287671232877
34.0,1482.0,5.5121,<1H OCEAN,264700.0,Santa Clara,2.3739837398373984
38.0,645.0,5.4688,NEAR OCEAN,305000.0,San Mateo,2.5728155339805827
16.0,1989.0,6.2715,<1H OCEAN,255100.0,San Diego,2.797250859106529
16.0,1754.0,4.817,INLAND,147000.0,Sacramento,2.7906137184115525
34.0,1830.0,2.1182,INLAND,68900.0,Merced,3.1421686746987953
41.0,1547.0,2.0562,NEAR BAY,102000.0,Alameda,3.002932551319648
17.0,3690.0,4.0196,INLAND,84200.0,Fresno,3.141430948419301
30.0,2392.0,2.8424,<1H OCEAN,226400.0,Los Angeles,3.2627257799671594
37.0,338.0,2.5313,<1H OCEAN,108300.0,Monterey,2.31
27.0,2918.0,2.6495,INLAND,116200.0,San Joaquin,2.4595588235294117
11.0,2161.0,4.1957,INLAND,92700.0,Kern,3.265463917525773
33.0,2824.0,3.6359,INLAND,135100.0,Los Angeles,3.6450304259634887
46.0,3232.0,3.225,NEAR BAY,218800.0,Alameda,1.8380187416331994
15.0,2864.0,2.9698,INLAND,93400.0,Tulare,3.1157894736842104
44.0,1729.0,2.3125,NEAR BAY,102800.0,Alameda,3.1552162849872776
31.0,1856.0,4.3654,<1H OCEAN,223800.0,Los Angeles,2.75
17.0,5239.0,4.375,<1H OCEAN,248100.0,Orange,2.4771573604060912
31.0,2235.0,6.1359,<1H OCEAN,359700.0,Los Angeles,2.4702702702702704
9.0,3087.0,3.775,NEAR OCEAN,125000.0,San Diego,2.7517985611510793
33.0,1266.0,2.92,NEAR OCEAN,202800.0,San Mateo,5.961077844311378
15.0,1821.0,2.5101,NEAR OCEAN,95300.0,San Diego,3.154897494305239
19.0,3972.0,5.2608,INLAND,151400.0,Fresno,2.8321428571428573
48.0,1001.0,1.8333,INLAND,58200.0,Sacramento,3.4571428571428573
34.0,1256.0,6.4271,NEAR BAY,451700.0,Marin,2.6436781609195403
35.0,1770.0,5.0483,<1H OCEAN,221000.0,Los Angeles,3.0507042253521126
32.0,1116.0,2.295,<1H OCEAN,155200.0,Los Angeles,4.188741721854305
23.0,580.0,4.2054,NEAR OCEAN,130600.0,Humboldt,2.9357798165137616
43.0,1116.0,2.875,INLAND,97200.0,Merced,3.869565217391304
45.0,1337.0,5.187,INLAND,153800.0,Fresno,2.518716577540107
15.0,2895.0,5.102,NEAR OCEAN,417500.0,San Diego,2.6275395033860045
33.0,6982.0,2.5379,INLAND,152700.0,Riverside,4.7280334728033475
28.0,1246.0,1.4397,INLAND,51700.0,Sacramento,3.4263565891472867
38.0,1145.0,2.1776,NEAR OCEAN,89100.0,Santa Barbara,3.739864864864865
4.0,6986.0,3.2135,<1H OCEAN,212700.0,Santa Barbara,2.311056105610561
45.0,1298.0,3.7067,<1H OCEAN,136600.0,Los Angeles,3.970149253731343
43.0,1676.0,2.5562,INLAND,93200.0,Fresno,3.8260869565217392
52.0,2037.0,4.3929,INLAND,162500.0,Sacramento,2.1626666666666665
30.0,1328.0,2.3284,NEAR OCEAN,290600.0,San Diego,1.7591463414634145
52.0,1509.0,4.9306,NEAR BAY,313400.0,Alameda,2.762295081967213
47.0,2289.0,3.4773,NEAR BAY,226300.0,San Francisco,3.649462365591398
12.0,1906.0,4.9375,INLAND,227700.0,Alameda,2.5141065830721003
28.0,1153.0,1.0801,INLAND,75000.0,Stanislaus,2.9215686274509802
17.0,2033.0,3.2872,INLAND,175000.0,San Joaquin,2.497757847533632
11.0,10923.0,4.0791,NEAR OCEAN,281300.0,San Diego,2.568891280947255
20.0,4228.0,4.3081,<1H OCEAN,227300.0,Santa Clara,2.3177755710029793
37.0,1566.0,3.2793,<1H OCEAN,174500.0,Santa Clara,3.5346820809248554
30.0,2704.0,5.2815,<1H OCEAN,229500.0,Orange,3.0472813238770686
36.0,1265.0,4.8929,<1H OCEAN,156200.0,Los Angeles,4.158102766798419
20.0,1121.0,2.2969,INLAND,62000.0,Imperial,3.3304347826086955
35.0,2061.0,3.1944,INLAND,79000.0,Sacramento,3.245614035087719
16.0,1912.0,3.4063,NEAR OCEAN,138000.0,Santa Barbara,2.419664268585132
14.0,1944.0,3.5,INLAND,170700.0,Tuolumne,2.6178343949044587
44.0,1769.0,4.0526,NEAR BAY,150800.0,Contra Costa,2.679611650485437
22.0,2331.0,5.1435,INLAND,150800.0,Contra Costa,3.1941176470588237
15.0,6409.0,3.875,<1H OCEAN,173300.0,Los Angeles,2.6511444356748224
4.0,4082.0,6.7813,INLAND,286300.0,San Bernardino,3.4413793103448276
52.0,572.0,1.8516,NEAR BAY,85000.0,Alameda,3.341463414634146
23.0,2097.0,3.5128,INLAND,121600.0,Fresno,2.2493827160493827
14.0,2458.0,3.5441,INLAND,87000.0,Kern,3.289537712895377
27.0,3787.0,3.301,INLAND,251200.0,Los Angeles,2.335287221570926
26.0,1299.0,6.2296,INLAND,291700.0,Contra Costa,2.9611111111111112
52.0,2042.0,4.1856,NEAR BAY,404700.0,San Francisco,2.825980392156863
17.0,1131.0,4.9306,<1H OCEAN,158500.0,Orange,2.5491803278688523
52.0,906.0,3.1667,<1H OCEAN,231600.0,Santa Clara,7.589041095890411
19.0,1554.0,3.125,<1H OCEAN,207100.0,Los Angeles,3.8567567567567567
30.0,1762.0,2.8631,<1H OCEAN,188600.0,Los Angeles,2.3618090452261304
5.0,906.0,4.125,<1H OCEAN,171900.0,Los Angeles,9.19620253164557
20.0,3671.0,6.0538,<1H OCEAN,241000.0,Santa Clara,3.300509337860781
33.0,240.0,3.625,INLAND,200000.0,Lassen,2.8636363636363638
14.0,15348.0,6.3277,INLAND,237700.0,Los Angeles,3.2674043337943752
36.0,1660.0,4.095,<1H OCEAN,184000.0,Los Angeles,3.990228013029316
16.0,4508.0,7.3731,<1H OCEAN,390800.0,Orange,3.565008025682183
11.0,1792.0,7.6889,INLAND,229300.0,San Joaquin,2.9163498098859315
11.0,2050.0,4.8281,INLAND,137000.0,San Bernardino,2.8140161725067387
31.0,1866.0,2.3547,<1H OCEAN,275900.0,Santa Clara,1.8366890380313199
35.0,1470.0,4.9239,<1H OCEAN,168800.0,Los Angeles,3.597560975609756
33.0,1700.0,4.5461,<1H OCEAN,194000.0,Orange,2.7099447513812156
34.0,1367.0,2.6812,<1H OCEAN,104100.0,Los Angeles,4.136363636363637
31.0,1171.0,3.2639,<1H OCEAN,155200.0,Orange,5.614617940199335
6.0,3136.0,2.5564,<1H OCEAN,171300.0,Orange,2.2048894062863793
35.0,3315.0,3.5521,<1H OCEAN,182800.0,Orange,3.529839883551674
19.0,2200.0,2.5357,INLAND,94200.0,Siskiyou,2.5885558583106265
19.0,1674.0,6.4218,<1H OCEAN,275000.0,Orange,3.358974358974359
29.0,2912.0,3.2656,INLAND,90600.0,San Bernardino,4.223938223938224
30.0,2879.0,6.9324,<1H OCEAN,364700.0,Orange,2.678743961352657
52.0,843.0,4.5192,<1H OCEAN,446000.0,Los Angeles,2.205298013245033
18.0,2251.0,2.2946,<1H OCEAN,101000.0,Mendocino,2.796747967479675
52.0,2632.0,3.4605,NEAR BAY,441700.0,San Francisco,2.5073529411764706
33.0,1353.0,4.5417,<1H OCEAN,160300.0,Los Angeles,4.552742616033755
33.0,4988.0,1.9728,INLAND,76400.0,Yolo,2.2455813953488373
16.0,3349.0,6.0074,NEAR BAY,236500.0,Alameda,4.104508196721311
15.0,1448.0,0.8585,INLAND,45000.0,Imperial,3.1633333333333336
13.0,4323.0,3.0147,<1H OCEAN,142800.0,Sonoma,3.5247252747252746
23.0,3264.0,3.735,INLAND,218300.0,Los Angeles,2.2080838323353293
25.0,3642.0,3.155,<1H OCEAN,205400.0,San Luis Obispo,2.5690936106983657
52.0,3797.0,5.6787,NEAR BAY,363600.0,San Francisco,2.4817629179331306
39.0,2321.0,7.7108,INLAND,450000.0,Los Angeles,2.5958702064896757
23.0,1712.0,1.275,INLAND,60400.0,Imperial,3.6339522546419096
41.0,679.0,2.1406,<1H OCEAN,165300.0,Los Angeles,4.2594594594594595
28.0,2829.0,4.6,<1H OCEAN,223200.0,Alameda,2.9814814814814814
27.0,2335.0,3.1921,NEAR OCEAN,261500.0,San Diego,1.664406779661017
18.0,7962.0,3.3897,INLAND,230200.0,Riverside,2.181324647122693
11.0,5330.0,4.763,NEAR OCEAN,232700.0,Ventura,2.7247081712062258
22.0,3501.0,4.7891,NEAR OCEAN,295300.0,San Diego,2.2323580034423407
52.0,795.0,1.2175,<1H OCEAN,131300.0,Los Angeles,4.065454545454545
16.0,2095.0,5.5,<1H OCEAN,224100.0,Orange,2.343065693430657
36.0,2219.0,4.2614,<1H OCEAN,267100.0,Los Angeles,3.0248138957816377
52.0,215.0,0.8668,NEAR BAY,137500.0,Alameda,10.272727272727273
40.0,972.0,1.4688,<1H OCEAN,88200.0,Los Angeles,3.382222222222222
2.0,6992.0,4.3879,INLAND,144400.0,Sacramento,2.861788617886179
15.0,8948.0,2.7375,INLAND,90800.0,San Bernardino,2.5603112840466924
8.0,2205.0,6.0266,<1H OCEAN,177400.0,San Diego,2.278592375366569
24.0,4299.0,4.6098,NEAR BAY,290400.0,San Francisco,2.8540609137055837
35.0,1591.0,1.564,INLAND,81800.0,Stanislaus,3.664772727272727
33.0,4979.0,3.7958,INLAND,152500.0,Los Angeles,2.946224256292906
16.0,2206.0,3.75,NEAR OCEAN,223100.0,Santa Barbara,2.2148014440433212
9.0,6044.0,3.24,NEAR OCEAN,264600.0,San Luis Obispo,2.3034979423868314
35.0,1897.0,5.7039,<1H OCEAN,199400.0,Los Angeles,2.9876160990712073
15.0,3575.0,5.7192,<1H OCEAN,283500.0,Alameda,3.178890876565295
33.0,1191.0,2.8021,INLAND,118800.0,Sacramento,2.900523560209424
23.0,2040.0,1.9309,<1H OCEAN,233300.0,Los Angeles,3.206599713055954
47.0,1504.0,1.4625,<1H OCEAN,94200.0,Los Angeles,3.2625698324022347
19.0,1358.0,1.0353,NEAR OCEAN,150000.0,San Diego,1.2158730158730158
36.0,1774.0,4.8571,<1H OCEAN,203300.0,Los Angeles,2.804804804804805
18.0,2814.0,3.599,<1H OCEAN,262000.0,Orange,2.918864097363083
33.0,1485.0,5.1708,<1H OCEAN,158500.0,Los Angeles,3.89922480620155
40.0,680.0,2.6058,INLAND,72700.0,Merced,4.485714285714286
15.0,5818.0,4.4033,<1H OCEAN,267600.0,San Luis Obispo,2.750295857988166
31.0,1239.0,3.3625,<1H OCEAN,153400.0,Los Angeles,3.807377049180328
47.0,1339.0,2.5865,NEAR BAY,109800.0,Solano,2.7762237762237763
19.0,2691.0,8.051,NEAR OCEAN,363600.0,San Diego,3.1530054644808745
35.0,2916.0,3.625,INLAND,55000.0,Kern,4.328703703703703
17.0,2054.0,6.8939,NEAR OCEAN,383900.0,Orange,2.9027777777777777
16.0,2355.0,5.6018,<1H OCEAN,253000.0,Sonoma,2.913793103448276
33.0,915.0,2.7708,<1H OCEAN,117400.0,Los Angeles,3.8962264150943398
43.0,2255.0,1.6955,<1H OCEAN,115200.0,Los Angeles,3.3361702127659574
25.0,1712.0,2.2258,INLAND,114800.0,Los Angeles,3.780334728033473
8.0,4913.0,5.4413,INLAND,187900.0,El Dorado,2.773167358229599
44.0,1458.0,1.1645,<1H OCEAN,98200.0,Los Angeles,4.095406360424028
18.0,279.0,0.8246,INLAND,91700.0,San Bernardino,3.1333333333333333
23.0,2296.0,6.0298,<1H OCEAN,289100.0,Sonoma,2.7005988023952097
36.0,4210.0,5.8491,<1H OCEAN,247300.0,Orange,3.028526148969889
25.0,2244.0,6.4524,INLAND,296900.0,Alameda,2.8919753086419755
39.0,2069.0,3.1115,NEAR BAY,153500.0,Alameda,2.9456066945606696
30.0,1911.0,2.3917,<1H OCEAN,154600.0,Los Angeles,3.848314606741573
36.0,1544.0,4.175,<1H OCEAN,190900.0,Los Angeles,3.1153846153846154
7.0,9540.0,7.4353,<1H OCEAN,389800.0,Alameda,3.1944670463791702
35.0,1852.0,4.275,INLAND,173600.0,Los Angeles,4.07492795389049
52.0,3078.0,6.381,NEAR BAY,342200.0,Alameda,2.175324675324675
25.0,3906.0,5.6765,<1H OCEAN,265100.0,Orange,2.9083601286173635
29.0,3963.0,4.9803,<1H OCEAN,208600.0,Orange,2.831763122476447
29.0,1232.0,3.65,<1H OCEAN,168900.0,San Diego,2.6923076923076925
24.0,3044.0,4.131,INLAND,123800.0,Riverside,4.50531914893617
35.0,1872.0,3.3272,INLAND,65600.0,Fresno,2.856368563685637
16.0,1953.0,4.8167,NEAR OCEAN,169800.0,San Diego,2.0727272727272728
26.0,1617.0,3.5357,NEAR OCEAN,67500.0,San Diego,10.98
25.0,1328.0,4.9234,<1H OCEAN,241400.0,Ventura,3.030701754385965
50.0,1842.0,3.1548,<1H OCEAN,157700.0,Los Angeles,2.3958944281524928
45.0,2092.0,3.8021,<1H OCEAN,323000.0,Los Angeles,2.773892773892774
19.0,3635.0,1.324,NEAR OCEAN,122600.0,San Diego,2.847905282331512
32.0,1149.0,3.6587,<1H OCEAN,154600.0,Mendocino,2.3990384615384617
18.0,819.0,2.5,INLAND,112500.0,Fresno,5.03030303030303
41.0,1676.0,4.7734,<1H OCEAN,450800.0,Los Angeles,2.9686274509803923
32.0,1377.0,2.2621,<1H OCEAN,187500.0,Los Angeles,1.819905213270142
27.0,1619.0,4.3,NEAR OCEAN,226400.0,Monterey,2.4156976744186047
17.0,5357.0,1.9311,NEAR OCEAN,138100.0,Los Angeles,2.3933649289099526
52.0,772.0,3.3214,NEAR BAY,189600.0,Alameda,2.55625
26.0,2121.0,3.3958,INLAND,94600.0,Sutter,3.0737704918032787
42.0,1555.0,3.375,<1H OCEAN,169600.0,Los Angeles,3.310344827586207
35.0,1362.0,3.6458,NEAR OCEAN,173800.0,San Diego,2.7372549019607844
28.0,2309.0,6.7415,<1H OCEAN,348200.0,Los Angeles,3.0827814569536423
15.0,3082.0,3.7604,<1H OCEAN,280100.0,Orange,2.3879472693032016
47.0,2324.0,1.1868,<1H OCEAN,93800.0,Los Angeles,5.084175084175084
44.0,2003.0,4.0625,<1H OCEAN,201100.0,Los Angeles,3.2933673469387754
32.0,4121.0,3.3462,INLAND,67600.0,Kern,3.592233009708738
15.0,2380.0,4.6029,INLAND,142600.0,Contra Costa,3.329896907216495
35.0,1863.0,2.1005,<1H OCEAN,171300.0,Los Angeles,4.458823529411765
13.0,2692.0,4.0,INLAND,167400.0,El Dorado,3.1
35.0,562.0,0.9338,INLAND,112500.0,Sacramento,2.2641509433962264
52.0,1665.0,2.0978,NEAR BAY,155400.0,Alameda,2.3949367088607594
14.0,983.0,2.2917,INLAND,145100.0,Nevada,2.4782608695652173
35.0,1254.0,4.6364,<1H OCEAN,163100.0,Los Angeles,4.074626865671642
21.0,3057.0,2.7083,INLAND,84700.0,Kern,2.3926470588235293
52.0,346.0,2.5313,<1H OCEAN,225000.0,Los Angeles,1.3784860557768925
41.0,2369.0,2.9883,<1H OCEAN,296100.0,Los Angeles,2.3984674329501914
15.0,6838.0,5.2177,INLAND,162700.0,Placer,3.4190064794816415
20.0,3425.0,6.2552,<1H OCEAN,296400.0,San Diego,3.36117381489842
47.0,2438.0,1.4301,INLAND,141700.0,Sacramento,1.536813922356091
16.0,3114.0,6.2162,<1H OCEAN,283200.0,Orange,3.4989339019189765
38.0,1340.0,3.2833,NEAR BAY,111700.0,Contra Costa,3.1784232365145226
26.0,2372.0,1.4719,INLAND,88600.0,Riverside,2.6911764705882355
6.0,1593.0,4.4286,<1H OCEAN,239500.0,Orange,2.1952506596306067
39.0,1670.0,5.1312,NEAR BAY,183600.0,Alameda,2.8567164179104476
43.0,1309.0,1.6625,<1H OCEAN,88700.0,Los Angeles,3.476470588235294
50.0,3518.0,3.0833,<1H OCEAN,338100.0,Los Angeles,2.2744063324538257
26.0,1777.0,3.0472,NEAR OCEAN,211000.0,San Mateo,3.9557344064386317
33.0,296.0,2.675,NEAR BAY,22500.0,Contra Costa,3.4285714285714284
49.0,1557.0,3.4605,NEAR BAY,265000.0,San Francisco,3.0467532467532465
34.0,1692.0,5.0172,NEAR BAY,197100.0,Contra Costa,2.8927335640138407
7.0,5954.0,3.2056,INLAND,134100.0,San Bernardino,3.333644859813084
52.0,1971.0,3.6435,<1H OCEAN,195800.0,Los Angeles,2.6039119804400976
5.0,3471.0,4.8083,<1H OCEAN,347700.0,Riverside,3.0697211155378485
16.0,2692.0,2.6763,<1H OCEAN,191100.0,Santa Clara,2.458149779735683
15.0,2873.0,5.1519,INLAND,264700.0,Santa Clara,2.7901234567901234
27.0,4985.0,6.4978,NEAR BAY,361500.0,Marin,2.5983827493261455
16.0,1708.0,1.9485,INLAND,155400.0,Sacramento,1.8174603174603174
11.0,7353.0,2.8097,INLAND,130000.0,Kern,2.7301223241590216
15.0,1703.0,3.7917,INLAND,123400.0,San Bernardino,3.1842105263157894
38.0,1673.0,1.3302,INLAND,62200.0,Sacramento,2.9214659685863875
36.0,1660.0,5.1984,<1H OCEAN,353600.0,Los Angeles,3.1433333333333335
32.0,2388.0,5.2121,<1H OCEAN,466700.0,Los Angeles,1.814748201438849
42.0,2358.0,3.1289,<1H OCEAN,320600.0,Los Angeles,2.0363288718929256
50.0,1407.0,2.29,<1H OCEAN,121800.0,Los Angeles,3.963636363636364
17.0,1600.0,2.7865,<1H OCEAN,216700.0,Orange,4.173611111111111
35.0,1867.0,4.8214,NEAR BAY,186000.0,Alameda,3.588757396449704
8.0,5875.0,3.6392,NEAR BAY,246300.0,Sonoma,2.728862973760933
36.0,542.0,4.9,NEAR BAY,354200.0,Contra Costa,1.9090909090909092
29.0,1694.0,6.0501,NEAR BAY,254200.0,Alameda,2.8512396694214877
9.0,4764.0,5.1391,<1H OCEAN,234500.0,Sonoma,2.750993377483444
